ohe_encoder__x0_Basic,ohe_encoder__x0_Master,ohe_encoder__x0_PhD,ohe_encoder__x1_Married,ohe_encoder__x1_Single,ohe_encoder__x1_Together,ohe_encoder__x1_Widow,ohe_encoder__x2_CA,ohe_encoder__x2_DE,ohe_encoder__x2_IN,ohe_encoder__x2_ME,ohe_encoder__x2_SA,ohe_encoder__x2_SP,ohe_encoder__x2_US,Income,Days_Since_Enrolled,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Age,HasKid,HasTeen
-0.1584443199059559,-0.584856574226796,-0.5246938571440453,-0.79506248328771,-0.5253966755382795,-0.5890468367893946,-0.18893784842731184,-0.369591582891613,-0.2356458385490089,-0.26530802761048383,-0.03691067352627693,-0.42250936504284636,1.0123207932418097,-0.22472258054915653,1.603839940258428,-1.682412712504641,-1.6943176603023289,-0.34723953245731487,1.950871780920383,0.9814125758239213,1.3362633778784483,3.9364583617086892,3.362873094618952,-0.6991473014720981,-0.0367875491717393,0.48414673368716726,0.05443193487923486,-1.797340614335705,-0.2825308872542811,-0.283465638571695,-0.28065481162394096,-0.26235814900992876,-0.11744404390293944,2.3709959134552814,-0.09567297464698986,-0.09362367915783167,-0.8532622260080925,-0.9674237395448563
-0.1584443199059559,-0.584856574226796,-0.5246938571440453,-0.79506248328771,1.9033238057235784,-0.5890468367893946,-0.18893784842731184,2.705689323810299,-0.2356458385490089,-0.26530802761048383,-0.03691067352627693,-0.42250936504284636,-0.9878291611472497,-0.22472258054915653,0.26409157997732935,-1.6774748727116031,-1.6943176603023289,0.46777498862976263,-0.5380999691922114,-0.4652993950342612,-0.5611243808804882,-0.6597177189752815,-0.1364371968414719,-0.6991473014720981,1.0593819903375192,0.1267501659669785,0.36297285109700506,-0.139644889307898,-0.2825308872542811,-0.283465638571695,-0.28065481162394096,-0.26235814900992876,8.514693182963109,2.3709959134552814,-0.09567297464698986,0.675400291408051,-0.8532622260080925,-0.9674237395448563
-0.1584443199059559,-0.584856574226796,-0.5246938571440453,1.2577627809387544,-0.5253966755382795,-0.5890468367893946,-0.18893784842731184,-0.369591582891613,-0.2356458385490089,-0.26530802761048383,-0.03691067352627693,-0.42250936504284636,-0.9878291611472497,4.44993109974226,0.7554871723295663,-1.5145261595413504,-1.6943176603023289,-0.5102424366747303,-0.38725319645811473,-0.4882630771113752,-0.41517147636057,-0.6110809350526999,-0.2717696390526485,-0.6991473014720981,-0.4021773956748255,-0.23064640175321025,-0.2541089813385353,-1.3829166830787532,-0.2825308872542811,-0.283465638571695,-0.28065481162394096,-0.26235814900992876,-0.11744404390293944,-0.4217636961434876,-0.09567297464698986,0.931741614930012,-0.8532622260080925,1.0336732076375152
-0.1584443199059559,-0.584856574226796,-0.5246938571440453,-0.79506248328771,-0.5253966755382795,1.697657872929998,-0.18893784842731184,-0.369591582891613,-0.2356458385490089,-0.26530802761048383,-0.03691067352627693,-0.42250936504284636,-0.9878291611472497,-0.22472258054915653,-0.9246550097371966,-1.5046504799552745,-1.6943176603023289,-0.8777398934558126,-0.6638056131372919,-0.7546417892058976,-0.6888331723354166,-0.6597177189752815,-0.8517658199576911,-0.6991473014720981,-1.1329570886809979,-0.9454395371935878,-1.179731729991846,0.6892029732060054,-0.2825308872542811,-0.283465638571695,-0.28065481162394096,-0.26235814900992876,-0.11744404390293944,-0.4217636961434876,-0.09567297464698986,0.16271764436412922,1.1719726591887256,1.0336732076375152
-0.1584443199059559,-0.584856574226796,-0.5246938571440453,-0.79506248328771,1.9033238057235784,-0.5890468367893946,-0.18893784842731184,-0.369591582891613,-0.2356458385490089,-0.26530802761048383,-0.03691067352627693,-0.42250936504284636,1.0123207932418097,-0.22472258054915653,-1.455841282916698,-1.3417017667850217,-1.6943176603023289,-0.8895946501261701,-0.2615475525130342,-0.6490088516511733,-0.4881479286205291,-0.6597177189752815,-0.19443681493197618,-0.16883433286323107,-0.4021773956748255,-0.588042969473399,-1.179731729991846,0.6892029732060054,3.5394360231487236,-0.283465638571695,-0.28065481162394096,-0.26235814900992876,-0.11744404390293944,2.3709959134552814,-0.09567297464698986,-1.7171187281302507,1.1719726591887256,-0.9674237395448563
-0.1584443199059559,-0.584856574226796,1.9058732752143996,-0.79506248328771,1.9033238057235784,-0.5890468367893946,-0.18893784842731184,-0.369591582891613,-0.2356458385490089,-0.26530802761048383,-0.03691067352627693,-0.42250936504284636,1.0123207932418097,-0.22472258054915653,0.9691206334701221,-1.2330692913381867,-1.6943176603023289,0.08842277517832291,2.6045411294348018,1.128380141117451,3.6897539632621292,0.11847082378602557,-0.0204379606604634,-0.6991473014720981,-0.0367875491717393,1.5563364368477335,-0.2541089813385353,-1.3829166830787532,-0.2825308872542811,-0.283465638571695,-0.28065481162394096,-0.26235814900992876,-0.11744404390293944,2.3709959134552814,-0.09567297464698986,0.931741614930012,-0.8532622260080925,-0.9674237395448563
-0.1584443199059559,1.7098209100616117,-0.5246938571440453,1.2577627809387544,-0.5253966755382795,-0.5890468367893946,-0.18893784842731184,-0.369591582891613,4.243656523524823,-0.26530802761048383,-0.03691067352627693,-0.42250936504284636,-0.9878291611472497,-0.22472258054915653,0.5766705569128668,-1.0009908210654024,-1.6943176603023289,1.3717001847445214,1.3474846899839965,0.3981350510652255,-0.41517147636057,0.16710760770860728,0.4048925720032345,-0.6991473014720981,2.155551529846778,2.6285261400082995,0.36297285109700506,0.2747790419490537,3.5394360231487236,-0.283465638571695,-0.28065481162394096,-0.26235814900992876,-0.11744404390293944,2.3709959134552814,-0.09567297464698986,1.2735300462926264,-0.8532622260080925,-0.9674237395448563
-0.1584443199059559,-0.584856574226796,-0.5246938571440453,-0.79506248328771,-0.5253966755382795,1.697657872929998,-0.18893784842731184,-0.369591582891613,-0.2356458385490089,-0.26530802761048383,-0.03691067352627693,-0.42250936504284636,1.0123207932418097,-0.22472258054915653,-0.3231107001920103,-0.9466745833419848,-1.6943176603023289,-0.6762090300597352,-0.6638056131372919,-0.7087144250516697,-0.6888331723354166,-0.6597177189752815,-0.7164333777465145,-0.6991473014720981,-0.7675672421779117,-0.588042969473399,-0.8711908137740757,-0.139644889307898,-0.2825308872542811,-0.283465638571695,-0.28065481162394096,-0.26235814900992876,-0.11744404390293944,-0.4217636961434876,-0.09567297464698986,0.16271764436412922,-0.8532622260080925,1.0336732076375152
-0.1584443199059559,-0.584856574226796,1.9058732752143996,1.2577627809387544,-0.5253966755382795,-0.5890468367893946,-0.18893784842731184,-0.369591582891613,-0.2356458385490089,-0.26530802761048383,-0.03691067352627693,-0.42250936504284636,-0.9878291611472497,4.44993109974226,0.6616603606215871,-0.9121097047907192,-1.6943176603023289,0.2306798552226128,-0.6638056131372919,-0.2907754112481947,-0.3057067979706314,0.11847082378602557,-0.7550997898068507,0.36147863574563605,0.6939921438344331,-0.23064640175321025,0.9800546835325454,-0.5540688205648497,-0.2825308872542811,-0.283465638571695,-0.28065481162394096,-0.26235814900992876,-0.11744404390293944,-0.4217636961434876,-0.09567297464698986,1.2735300462926264,-0.8532622260080925,1.0336732076375152
-0.1584443199059559,-0.584856574226796,1.9058732752143996,1.2577627809387544,-0.5253966755382795,-0.5890468367893946,-0.18893784842731184,-0.369591582891613,-0.2356458385490089,3.7692037026041154,-0.03691067352627693,-0.42250936504284636,-0.9878291611472497,-0.22472258054915653,0.6616603606215871,-0.9121097047907192,-1.6943176603023289,0.2306798552226128,-0.6638056131372919,-0.2907754112481947,-0.3057067979706314,0.11847082378602557,-0.7550997898068507,0.36147863574563605,0.6939921438344331,-0.23064640175321025,0.9800546835325454,-0.5540688205648497,-0.2825308872542811,-0.283465638571695,-0.28065481162394096,-0.26235814900992876,-0.11744404390293944,-0.4217636961434876,-0.09567297464698986,1.2735300462926264,-0.8532622260080925,1.0336732076375152
